date,sku,name,category,units_sold,unit_price,revenue,phase
2024-04-23,ITS-PEA,Peach Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_2
2024-04-23,ITS-COC,Coconut Italian Soda,Italian Soda,2,3.5,7.0,post_strategy_2
2024-04-23,DRK-MAT,Matcha Lemonade,Custom Drink,10,4.25,42.5,post_strategy_2
2024-04-23,DRK-STR,Strawberry Milk,Custom Drink,6,3.75,22.5,post_strategy_2
2024-04-23,DRK-HOR,Horchata Cold Brew,Custom Drink,7,4.5,31.5,post_strategy_2
2024-04-23,DRK-CHI,Chia Lemonade,Custom Drink,2,3.75,7.5,post_strategy_2
2024-04-23,ENR-RBU,Red Bull Original,Energy Drink,7,4.0,28.0,post_strategy_2
2024-04-23,ENR-RBS,Red Bull Sugar Free,Energy Drink,8,4.0,32.0,post_strategy_2
2024-04-23,ENR-MTN,Monster Energy,Energy Drink,2,3.5,7.0,post_strategy_2
2024-04-23,ENR-CEL,Celsius,Energy Drink,5,3.25,16.25,post_strategy_2
2024-04-23,SFT-WAT,Water Bottle,Soft Drink,5,1.25,6.25,post_strategy_2
2024-04-23,SFT-COK,Coca-Cola,Soft Drink,6,1.75,10.5,post_strategy_2
2024-04-23,SFT-SPR,Sprite,Soft Drink,8,1.75,14.0,post_strategy_2
2024-04-23,SFT-DRP,Dr Pepper,Soft Drink,4,1.75,7.0,post_strategy_2
2024-04-23,SFT-LEM,Lemonade,Soft Drink,2,1.75,3.5,post_strategy_2
2024-04-23,SNK-CHC,Chocolate Chip Cookie,Baked Good,4,2.0,8.0,post_strategy_2
2024-04-23,SNK-BRW,Brownie,Baked Good,5,2.5,12.5,post_strategy_2
2024-04-23,SNK-SUG,Sugar Cookie,Baked Good,3,2.0,6.0,post_strategy_2
2024-04-23,SNK-LMB,Lemon Bar,Baked Good,1,2.25,2.25,post_strategy_2
2024-04-23,CND-GUM,Orbit Gum,Candy & Gum,3,1.5,4.5,post_strategy_2
2024-04-23,CND-RBB,Sour Patch Kids,Candy & Gum,4,2.0,8.0,post_strategy_2
2024-04-23,CND-SKT,Skittles,Candy & Gum,3,1.75,5.25,post_strategy_2
2024-04-23,CND-STB,Starburst,Candy & Gum,4,1.75,7.0,post_strategy_2
2024-04-23,CND-GBR,Gummy Bears,Candy & Gum,5,2.0,10.0,post_strategy_2
2024-04-23,CHP-LAY,Lays Classic,Chips,7,1.5,10.5,post_strategy_2
2024-04-23,CHP-DRT,Doritos Nacho,Chips,5,1.5,7.5,post_strategy_2
2024-04-23,CHP-TAK,Takis Fuego,Chips,3,1.75,5.25,post_strategy_2
2024-04-23,CHP-POP,Popcorn,Chips,3,1.25,3.75,post_strategy_2
2024-04-24,ITS-STR,Strawberry Italian Soda,Italian Soda,14,3.5,49.0,post_strategy_2
2024-04-24,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,12,3.5,42.0,post_strategy_2
2024-04-24,ITS-BLU,Blueberry Italian Soda,Italian Soda,5,3.5,17.5,post_strategy_2
2024-04-24,ITS-PEA,Peach Italian Soda,Italian Soda,7,3.5,24.5,post_strategy_2
2024-04-24,ITS-COC,Coconut Italian Soda,Italian Soda,5,3.5,17.5,post_strategy_2
2024-04-24,DRK-MAT,Matcha Lemonade,Custom Drink,11,4.25,46.75,post_strategy_2
2024-04-24,DRK-STR,Strawberry Milk,Custom Drink,8,3.75,30.0,post_strategy_2
2024-04-24,DRK-HOR,Horchata Cold Brew,Custom Drink,4,4.5,18.0,post_strategy_2
2024-04-24,DRK-CHI,Chia Lemonade,Custom Drink,2,3.75,7.5,post_strategy_2
2024-04-24,ENR-RBU,Red Bull Original,Energy Drink,5,4.0,20.0,post_strategy_2
2024-04-24,ENR-RBS,Red Bull Sugar Free,Energy Drink,1,4.0,4.0,post_strategy_2
2024-04-24,ENR-MTN,Monster Energy,Energy Drink,3,3.5,10.5,post_strategy_2
2024-04-24,ENR-CEL,Celsius,Energy Drink,5,3.25,16.25,post_strategy_2
2024-04-24,SFT-WAT,Water Bottle,Soft Drink,3,1.25,3.75,post_strategy_2
2024-04-24,SFT-COK,Coca-Cola,Soft Drink,8,1.75,14.0,post_strategy_2
2024-04-24,SFT-SPR,Sprite,Soft Drink,4,1.75,7.0,post_strategy_2
2024-04-24,SFT-DRP,Dr Pepper,Soft Drink,6,1.75,10.5,post_strategy_2
2024-04-24,SFT-LEM,Lemonade,Soft Drink,3,1.75,5.25,post_strategy_2
2024-04-24,SNK-CHC,Chocolate Chip Cookie,Baked Good,3,2.0,6.0,post_strategy_2
2024-04-24,SNK-BRW,Brownie,Baked Good,5,2.5,12.5,post_strategy_2
2024-04-24,SNK-SUG,Sugar Cookie,Baked Good,1,2.0,2.0,post_strategy_2
2024-04-24,SNK-LMB,Lemon Bar,Baked Good,5,2.25,11.25,post_strategy_2
2024-04-24,CND-GUM,Orbit Gum,Candy & Gum,5,1.5,7.5,post_strategy_2
2024-04-24,CND-RBB,Sour Patch Kids,Candy & Gum,6,2.0,12.0,post_strategy_2
2024-04-24,CND-SKT,Skittles,Candy & Gum,2,1.75,3.5,post_strategy_2
2024-04-24,CND-STB,Starburst,Candy & Gum,4,1.75,7.0,post_strategy_2
2024-04-24,CND-GBR,Gummy Bears,Candy & Gum,5,2.0,10.0,post_strategy_2
2024-04-24,CHP-LAY,Lays Classic,Chips,6,1.5,9.0,post_strategy_2
2024-04-24,CHP-DRT,Doritos Nacho,Chips,9,1.5,13.5,post_strategy_2
2024-04-24,CHP-TAK,Takis Fuego,Chips,6,1.75,10.5,post_strategy_2
2024-04-24,CHP-POP,Popcorn,Chips,3,1.25,3.75,post_strategy_2
2024-04-25,ITS-STR,Strawberry Italian Soda,Italian Soda,8,3.5,28.0,post_strategy_2
2024-04-25,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,12,3.5,42.0,post_strategy_2
2024-04-25,ITS-BLU,Blueberry Italian Soda,Italian Soda,7,3.5,24.5,post_strategy_2
2024-04-25,ITS-PEA,Peach Italian Soda,Italian Soda,9,3.5,31.5,post_strategy_2
2024-04-25,ITS-COC,Coconut Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_2
2024-04-25,DRK-MAT,Matcha Lemonade,Custom Drink,12,4.25,51.0,post_strategy_2
2024-04-25,DRK-STR,Strawberry Milk,Custom Drink,9,3.75,33.75,post_strategy_2
2024-04-25,DRK-HOR,Horchata Cold Brew,Custom Drink,8,4.5,36.0,post_strategy_2
2024-04-25,DRK-CHI,Chia Lemonade,Custom Drink,3,3.75,11.25,post_strategy_2
2024-04-25,ENR-RBU,Red Bull Original,Energy Drink,6,4.0,24.0,post_strategy_2
2024-04-25,ENR-RBS,Red Bull Sugar Free,Energy Drink,3,4.0,12.0,post_strategy_2
2024-04-25,ENR-MTN,Monster Energy,Energy Drink,4,3.5,14.0,post_strategy_2
2024-04-25,ENR-CEL,Celsius,Energy Drink,4,3.25,13.0,post_strategy_2
2024-04-25,SFT-WAT,Water Bottle,Soft Drink,8,1.25,10.0,post_strategy_2
2024-04-25,SFT-COK,Coca-Cola,Soft Drink,7,1.75,12.25,post_strategy_2
2024-04-25,SFT-SPR,Sprite,Soft Drink,2,1.75,3.5,post_strategy_2
2024-04-25,SFT-DRP,Dr Pepper,Soft Drink,4,1.75,7.0,post_strategy_2
2024-04-25,SFT-LEM,Lemonade,Soft Drink,2,1.75,3.5,post_strategy_2
2024-04-25,SNK-CHC,Chocolate Chip Cookie,Baked Good,6,2.0,12.0,post_strategy_2
2024-04-25,SNK-BRW,Brownie,Baked Good,5,2.5,12.5,post_strategy_2
2024-04-25,SNK-SUG,Sugar Cookie,Baked Good,2,2.0,4.0,post_strategy_2
2024-04-25,SNK-LMB,Lemon Bar,Baked Good,2,2.25,4.5,post_strategy_2
2024-04-25,CND-GUM,Orbit Gum,Candy & Gum,3,1.5,4.5,post_strategy_2
2024-04-25,CND-RBB,Sour Patch Kids,Candy & Gum,6,2.0,12.0,post_strategy_2
2024-04-25,CND-SKT,Skittles,Candy & Gum,1,1.75,1.75,post_strategy_2
2024-04-25,CND-STB,Starburst,Candy & Gum,2,1.75,3.5,post_strategy_2
2024-04-25,CND-GBR,Gummy Bears,Candy & Gum,4,2.0,8.0,post_strategy_2
2024-04-25,CHP-LAY,Lays Classic,Chips,4,1.5,6.0,post_strategy_2
2024-04-25,CHP-DRT,Doritos Nacho,Chips,6,1.5,9.0,post_strategy_2
2024-04-25,CHP-TAK,Takis Fuego,Chips,11,1.75,19.25,post_strategy_2
2024-04-25,CHP-POP,Popcorn,Chips,2,1.25,2.5,post_strategy_2
2024-04-26,ITS-STR,Strawberry Italian Soda,Italian Soda,14,3.5,49.0,post_strategy_2
2024-04-26,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,6,3.5,21.0,post_strategy_2
2024-04-26,ITS-BLU,Blueberry Italian Soda,Italian Soda,5,3.5,17.5,post_strategy_2
2024-04-26,ITS-PEA,Peach Italian Soda,Italian Soda,5,3.5,17.5,post_strategy_2
2024-04-26,ITS-COC,Coconut Italian Soda,Italian Soda,1,3.5,3.5,post_strategy_2
2024-04-26,DRK-MAT,Matcha Lemonade,Custom Drink,10,4.25,42.5,post_strategy_2
2024-04-26,DRK-STR,Strawberry Milk,Custom Drink,6,3.75,22.5,post_strategy_2
2024-04-26,DRK-HOR,Horchata Cold Brew,Custom Drink,6,4.5,27.0,post_strategy_2
2024-04-26,DRK-CHI,Chia Lemonade,Custom Drink,3,3.75,11.25,post_strategy_2
2024-04-26,ENR-RBU,Red Bull Original,Energy Drink,1,4.0,4.0,post_strategy_2
2024-04-26,ENR-RBS,Red Bull Sugar Free,Energy Drink,4,4.0,16.0,post_strategy_2
2024-04-26,ENR-MTN,Monster Energy,Energy Drink,3,3.5,10.5,post_strategy_2
2024-04-26,SFT-WAT,Water Bottle,Soft Drink,9,1.25,11.25,post_strategy_2
2024-04-26,SFT-COK,Coca-Cola,Soft Drink,7,1.75,12.25,post_strategy_2
2024-04-26,SFT-SPR,Sprite,Soft Drink,3,1.75,5.25,post_strategy_2
2024-04-26,SFT-DRP,Dr Pepper,Soft Drink,2,1.75,3.5,post_strategy_2
2024-04-26,SNK-CHC,Chocolate Chip Cookie,Baked Good,6,2.0,12.0,post_strategy_2
2024-04-26,SNK-LMB,Lemon Bar,Baked Good,4,2.25,9.0,post_strategy_2
2024-04-26,CND-GUM,Orbit Gum,Candy & Gum,5,1.5,7.5,post_strategy_2
2024-04-26,CND-RBB,Sour Patch Kids,Candy & Gum,4,2.0,8.0,post_strategy_2
2024-04-26,CND-SKT,Skittles,Candy & Gum,1,1.75,1.75,post_strategy_2
2024-04-26,CND-GBR,Gummy Bears,Candy & Gum,4,2.0,8.0,post_strategy_2
2024-04-26,CHP-LAY,Lays Classic,Chips,1,1.5,1.5,post_strategy_2
2024-04-26,CHP-DRT,Doritos Nacho,Chips,4,1.5,6.0,post_strategy_2
2024-04-26,CHP-TAK,Takis Fuego,Chips,4,1.75,7.0,post_strategy_2
2024-04-29,ITS-STR,Strawberry Italian Soda,Italian Soda,14,3.5,49.0,post_strategy_2
2024-04-29,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,9,3.5,31.5,post_strategy_2
2024-04-29,ITS-BLU,Blueberry Italian Soda,Italian Soda,7,3.5,24.5,post_strategy_2
2024-04-29,ITS-PEA,Peach Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_2
2024-04-29,ITS-COC,Coconut Italian Soda,Italian Soda,2,3.5,7.0,post_strategy_2
2024-04-29,DRK-MAT,Matcha Lemonade,Custom Drink,6,4.25,25.5,post_strategy_2
2024-04-29,DRK-STR,Strawberry Milk,Custom Drink,5,3.75,18.75,post_strategy_2
2024-04-29,DRK-HOR,Horchata Cold Brew,Custom Drink,3,4.5,13.5,post_strategy_2
2024-04-29,DRK-CHI,Chia Lemonade,Custom Drink,1,3.75,3.75,post_strategy_2
2024-04-29,ENR-RBU,Red Bull Original,Energy Drink,4,4.0,16.0,post_strategy_2
2024-04-29,ENR-RBS,Red Bull Sugar Free,Energy Drink,4,4.0,16.0,post_strategy_2
2024-04-29,ENR-MTN,Monster Energy,Energy Drink,1,3.5,3.5,post_strategy_2
2024-04-29,ENR-CEL,Celsius,Energy Drink,3,3.25,9.75,post_strategy_2
2024-04-29,SFT-WAT,Water Bottle,Soft Drink,8,1.25,10.0,post_strategy_2
2024-04-29,SFT-COK,Coca-Cola,Soft Drink,5,1.75,8.75,post_strategy_2
2024-04-29,SFT-SPR,Sprite,Soft Drink,2,1.75,3.5,post_strategy_2
2024-04-29,SFT-DRP,Dr Pepper,Soft Drink,3,1.75,5.25,post_strategy_2
2024-04-29,SFT-LEM,Lemonade,Soft Drink,3,1.75,5.25,post_strategy_2
2024-04-29,SNK-CHC,Chocolate Chip Cookie,Baked Good,4,2.0,8.0,post_strategy_2
2024-04-29,SNK-BRW,Brownie,Baked Good,3,2.5,7.5,post_strategy_2
2024-04-29,SNK-SUG,Sugar Cookie,Baked Good,3,2.0,6.0,post_strategy_2
2024-04-29,SNK-LMB,Lemon Bar,Baked Good,1,2.25,2.25,post_strategy_2
2024-04-29,CND-RBB,Sour Patch Kids,Candy & Gum,3,2.0,6.0,post_strategy_2
2024-04-29,CND-SKT,Skittles,Candy & Gum,3,1.75,5.25,post_strategy_2
2024-04-29,CND-STB,Starburst,Candy & Gum,1,1.75,1.75,post_strategy_2
2024-04-29,CND-GBR,Gummy Bears,Candy & Gum,2,2.0,4.0,post_strategy_2
2024-04-29,CHP-LAY,Lays Classic,Chips,1,1.5,1.5,post_strategy_2
2024-04-29,CHP-DRT,Doritos Nacho,Chips,4,1.5,6.0,post_strategy_2
2024-04-29,CHP-TAK,Takis Fuego,Chips,4,1.75,7.0,post_strategy_2
2024-04-29,CHP-POP,Popcorn,Chips,2,1.25,2.5,post_strategy_2
2024-04-30,ITS-STR,Strawberry Italian Soda,Italian Soda,10,3.5,35.0,post_strategy_2
2024-04-30,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,12,3.5,42.0,post_strategy_2
2024-04-30,ITS-BLU,Blueberry Italian Soda,Italian Soda,5,3.5,17.5,post_strategy_2
2024-04-30,ITS-PEA,Peach Italian Soda,Italian Soda,3,3.5,10.5,post_strategy_2
2024-04-30,ITS-COC,Coconut Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_2
2024-04-30,DRK-MAT,Matcha Lemonade,Custom Drink,8,4.25,34.0,post_strategy_2
2024-04-30,DRK-STR,Strawberry Milk,Custom Drink,6,3.75,22.5,post_strategy_2
2024-04-30,DRK-HOR,Horchata Cold Brew,Custom Drink,5,4.5,22.5,post_strategy_2
2024-04-30,DRK-CHI,Chia Lemonade,Custom Drink,3,3.75,11.25,post_strategy_2
2024-04-30,ENR-RBU,Red Bull Original,Energy Drink,3,4.0,12.0,post_strategy_2
2024-04-30,ENR-RBS,Red Bull Sugar Free,Energy Drink,3,4.0,12.0,post_strategy_2
2024-04-30,ENR-MTN,Monster Energy,Energy Drink,5,3.5,17.5,post_strategy_2
2024-04-30,ENR-CEL,Celsius,Energy Drink,3,3.25,9.75,post_strategy_2
2024-04-30,SFT-WAT,Water Bottle,Soft Drink,10,1.25,12.5,post_strategy_2
2024-04-30,SFT-COK,Coca-Cola,Soft Drink,6,1.75,10.5,post_strategy_2
2024-04-30,SFT-SPR,Sprite,Soft Drink,2,1.75,3.5,post_strategy_2
2024-04-30,SFT-DRP,Dr Pepper,Soft Drink,2,1.75,3.5,post_strategy_2
2024-04-30,SFT-LEM,Lemonade,Soft Drink,4,1.75,7.0,post_strategy_2
2024-04-30,SNK-CHC,Chocolate Chip Cookie,Baked Good,5,2.0,10.0,post_strategy_2
2024-04-30,SNK-BRW,Brownie,Baked Good,1,2.5,2.5,post_strategy_2
2024-04-30,SNK-SUG,Sugar Cookie,Baked Good,3,2.0,6.0,post_strategy_2
2024-04-30,SNK-LMB,Lemon Bar,Baked Good,4,2.25,9.0,post_strategy_2
2024-04-30,CND-RBB,Sour Patch Kids,Candy & Gum,6,2.0,12.0,post_strategy_2
2024-04-30,CND-SKT,Skittles,Candy & Gum,1,1.75,1.75,post_strategy_2
2024-04-30,CND-STB,Starburst,Candy & Gum,3,1.75,5.25,post_strategy_2
2024-04-30,CND-GBR,Gummy Bears,Candy & Gum,2,2.0,4.0,post_strategy_2
2024-04-30,CHP-LAY,Lays Classic,Chips,3,1.5,4.5,post_strategy_2
2024-04-30,CHP-DRT,Doritos Nacho,Chips,6,1.5,9.0,post_strategy_2
2024-04-30,CHP-TAK,Takis Fuego,Chips,4,1.75,7.0,post_strategy_2
2024-04-30,CHP-POP,Popcorn,Chips,2,1.25,2.5,post_strategy_2
2024-05-01,ITS-STR,Strawberry Italian Soda,Italian Soda,14,3.5,49.0,post_strategy_2
2024-05-01,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,12,3.5,42.0,post_strategy_2
2024-05-01,ITS-BLU,Blueberry Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_2
2024-05-01,ITS-PEA,Peach Italian Soda,Italian Soda,1,3.5,3.5,post_strategy_2
2024-05-01,ITS-COC,Coconut Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_2
2024-05-01,DRK-MAT,Matcha Lemonade,Custom Drink,5,4.25,21.25,post_strategy_2
2024-05-01,DRK-STR,Strawberry Milk,Custom Drink,5,3.75,18.75,post_strategy_2
2024-05-01,DRK-HOR,Horchata Cold Brew,Custom Drink,4,4.5,18.0,post_strategy_2
2024-05-01,DRK-CHI,Chia Lemonade,Custom Drink,5,3.75,18.75,post_strategy_2
2024-05-01,ENR-RBU,Red Bull Original,Energy Drink,7,4.0,28.0,post_strategy_2
2024-05-01,ENR-RBS,Red Bull Sugar Free,Energy Drink,2,4.0,8.0,post_strategy_2
2024-05-01,ENR-MTN,Monster Energy,Energy Drink,3,3.5,10.5,post_strategy_2
2024-05-01,ENR-CEL,Celsius,Energy Drink,8,3.25,26.0,post_strategy_2
2024-05-01,SFT-WAT,Water Bottle,Soft Drink,13,1.25,16.25,post_strategy_2
2024-05-01,SFT-COK,Coca-Cola,Soft Drink,7,1.75,12.25,post_strategy_2
2024-05-01,SFT-SPR,Sprite,Soft Drink,10,1.75,17.5,post_strategy_2
2024-05-01,SFT-DRP,Dr Pepper,Soft Drink,6,1.75,10.5,post_strategy_2
2024-05-01,SFT-LEM,Lemonade,Soft Drink,3,1.75,5.25,post_strategy_2
2024-05-01,SNK-CHC,Chocolate Chip Cookie,Baked Good,8,2.0,16.0,post_strategy_2
2024-05-01,SNK-BRW,Brownie,Baked Good,6,2.5,15.0,post_strategy_2
2024-05-01,SNK-SUG,Sugar Cookie,Baked Good,3,2.0,6.0,post_strategy_2
2024-05-01,SNK-LMB,Lemon Bar,Baked Good,5,2.25,11.25,post_strategy_2
2024-05-01,CND-GUM,Orbit Gum,Candy & Gum,3,1.5,4.5,post_strategy_2
2024-05-01,CND-RBB,Sour Patch Kids,Candy & Gum,5,2.0,10.0,post_strategy_2
2024-05-01,CND-SKT,Skittles,Candy & Gum,3,1.75,5.25,post_strategy_2
2024-05-01,CND-STB,Starburst,Candy & Gum,1,1.75,1.75,post_strategy_2
2024-05-01,CND-GBR,Gummy Bears,Candy & Gum,5,2.0,10.0,post_strategy_2
2024-05-01,CHP-LAY,Lays Classic,Chips,6,1.5,9.0,post_strategy_2
2024-05-01,CHP-DRT,Doritos Nacho,Chips,7,1.5,10.5,post_strategy_2
2024-05-01,CHP-TAK,Takis Fuego,Chips,4,1.75,7.0,post_strategy_2
2024-05-01,CHP-POP,Popcorn,Chips,1,1.25,1.25,post_strategy_2
2024-05-02,ITS-STR,Strawberry Italian Soda,Italian Soda,10,3.5,35.0,post_strategy_2
2024-05-02,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,6,3.5,21.0,post_strategy_2
2024-05-02,ITS-BLU,Blueberry Italian Soda,Italian Soda,5,3.5,17.5,post_strategy_2
2024-05-02,ITS-PEA,Peach Italian Soda,Italian Soda,5,3.5,17.5,post_strategy_2
2024-05-02,DRK-MAT,Matcha Lemonade,Custom Drink,4,4.25,17.0,post_strategy_2
2024-05-02,DRK-STR,Strawberry Milk,Custom Drink,3,3.75,11.25,post_strategy_2
2024-05-02,DRK-HOR,Horchata Cold Brew,Custom Drink,4,4.5,18.0,post_strategy_2
2024-05-02,DRK-CHI,Chia Lemonade,Custom Drink,3,3.75,11.25,post_strategy_2
2024-05-02,ENR-RBU,Red Bull Original,Energy Drink,3,4.0,12.0,post_strategy_2
2024-05-02,ENR-MTN,Monster Energy,Energy Drink,2,3.5,7.0,post_strategy_2
2024-05-02,ENR-CEL,Celsius,Energy Drink,1,3.25,3.25,post_strategy_2
2024-05-02,SFT-WAT,Water Bottle,Soft Drink,13,1.25,16.25,post_strategy_2
2024-05-02,SFT-COK,Coca-Cola,Soft Drink,4,1.75,7.0,post_strategy_2
2024-05-02,SFT-SPR,Sprite,Soft Drink,4,1.75,7.0,post_strategy_2
2024-05-02,SFT-DRP,Dr Pepper,Soft Drink,2,1.75,3.5,post_strategy_2
2024-05-02,SFT-LEM,Lemonade,Soft Drink,1,1.75,1.75,post_strategy_2
2024-05-02,SNK-CHC,Chocolate Chip Cookie,Baked Good,3,2.0,6.0,post_strategy_2
2024-05-02,SNK-BRW,Brownie,Baked Good,4,2.5,10.0,post_strategy_2
2024-05-02,SNK-SUG,Sugar Cookie,Baked Good,1,2.0,2.0,post_strategy_2
2024-05-02,SNK-LMB,Lemon Bar,Baked Good,5,2.25,11.25,post_strategy_2
2024-05-02,CND-GUM,Orbit Gum,Candy & Gum,3,1.5,4.5,post_strategy_2
2024-05-02,CND-RBB,Sour Patch Kids,Candy & Gum,3,2.0,6.0,post_strategy_2
2024-05-02,CND-SKT,Skittles,Candy & Gum,2,1.75,3.5,post_strategy_2
2024-05-02,CND-STB,Starburst,Candy & Gum,1,1.75,1.75,post_strategy_2
2024-05-02,CND-GBR,Gummy Bears,Candy & Gum,3,2.0,6.0,post_strategy_2
2024-05-02,CHP-LAY,Lays Classic,Chips,3,1.5,4.5,post_strategy_2
2024-05-02,CHP-DRT,Doritos Nacho,Chips,4,1.5,6.0,post_strategy_2
2024-05-02,CHP-TAK,Takis Fuego,Chips,3,1.75,5.25,post_strategy_2
2024-05-02,CHP-POP,Popcorn,Chips,2,1.25,2.5,post_strategy_2
2024-05-03,ITS-STR,Strawberry Italian Soda,Italian Soda,14,3.5,49.0,post_strategy_2
2024-05-03,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_2
2024-05-03,ITS-PEA,Peach Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_2
2024-05-03,ITS-COC,Coconut Italian Soda,Italian Soda,3,3.5,10.5,post_strategy_2
2024-05-03,DRK-MAT,Matcha Lemonade,Custom Drink,6,4.25,25.5,post_strategy_2
2024-05-03,DRK-STR,Strawberry Milk,Custom Drink,2,3.75,7.5,post_strategy_2
2024-05-03,DRK-HOR,Horchata Cold Brew,Custom Drink,4,4.5,18.0,post_strategy_2
2024-05-03,DRK-CHI,Chia Lemonade,Custom Drink,3,3.75,11.25,post_strategy_2
2024-05-03,ENR-RBS,Red Bull Sugar Free,Energy Drink,2,4.0,8.0,post_strategy_2
2024-05-03,ENR-CEL,Celsius,Energy Drink,1,3.25,3.25,post_strategy_2
2024-05-03,SFT-WAT,Water Bottle,Soft Drink,6,1.25,7.5,post_strategy_2
2024-05-03,SFT-COK,Coca-Cola,Soft Drink,3,1.75,5.25,post_strategy_2
2024-05-03,SFT-SPR,Sprite,Soft Drink,2,1.75,3.5,post_strategy_2
2024-05-03,SFT-DRP,Dr Pepper,Soft Drink,2,1.75,3.5,post_strategy_2
2024-05-03,SFT-LEM,Lemonade,Soft Drink,1,1.75,1.75,post_strategy_2
2024-05-03,SNK-CHC,Chocolate Chip Cookie,Baked Good,1,2.0,2.0,post_strategy_2
2024-05-03,SNK-BRW,Brownie,Baked Good,4,2.5,10.0,post_strategy_2
2024-05-03,SNK-LMB,Lemon Bar,Baked Good,3,2.25,6.75,post_strategy_2
2024-05-03,CND-GUM,Orbit Gum,Candy & Gum,3,1.5,4.5,post_strategy_2
2024-05-03,CND-SKT,Skittles,Candy & Gum,1,1.75,1.75,post_strategy_2
2024-05-03,CND-STB,Starburst,Candy & Gum,2,1.75,3.5,post_strategy_2
2024-05-03,CND-GBR,Gummy Bears,Candy & Gum,2,2.0,4.0,post_strategy_2
2024-05-03,CHP-LAY,Lays Classic,Chips,2,1.5,3.0,post_strategy_2
2024-05-03,CHP-DRT,Doritos Nacho,Chips,1,1.5,1.5,post_strategy_2
2024-05-03,CHP-TAK,Takis Fuego,Chips,2,1.75,3.5,post_strategy_2
2024-05-03,CHP-POP,Popcorn,Chips,1,1.25,1.25,post_strategy_2
2024-05-06,ITS-STR,Strawberry Italian Soda,Italian Soda,13,3.5,45.5,post_strategy_2
2024-05-06,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,8,3.5,28.0,post_strategy_2
2024-05-06,ITS-BLU,Blueberry Italian Soda,Italian Soda,1,3.5,3.5,post_strategy_2
2024-05-06,ITS-PEA,Peach Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_2
2024-05-06,ITS-COC,Coconut Italian Soda,Italian Soda,3,3.5,10.5,post_strategy_2
2024-05-06,DRK-MAT,Matcha Lemonade,Custom Drink,6,4.25,25.5,post_strategy_2
2024-05-06,DRK-STR,Strawberry Milk,Custom Drink,4,3.75,15.0,post_strategy_2
2024-05-06,DRK-HOR,Horchata Cold Brew,Custom Drink,4,4.5,18.0,post_strategy_2
2024-05-06,DRK-CHI,Chia Lemonade,Custom Drink,3,3.75,11.25,post_strategy_2
2024-05-06,ENR-RBU,Red Bull Original,Energy Drink,4,4.0,16.0,post_strategy_2
2024-05-06,ENR-RBS,Red Bull Sugar Free,Energy Drink,3,4.0,12.0,post_strategy_2
2024-05-06,ENR-CEL,Celsius,Energy Drink,1,3.25,3.25,post_strategy_2
2024-05-06,SFT-WAT,Water Bottle,Soft Drink,5,1.25,6.25,post_strategy_2
2024-05-06,SFT-COK,Coca-Cola,Soft Drink,3,1.75,5.25,post_strategy_2
2024-05-06,SFT-DRP,Dr Pepper,Soft Drink,1,1.75,1.75,post_strategy_2
2024-05-06,SNK-CHC,Chocolate Chip Cookie,Baked Good,4,2.0,8.0,post_strategy_2
2024-05-06,SNK-SUG,Sugar Cookie,Baked Good,3,2.0,6.0,post_strategy_2
2024-05-06,SNK-LMB,Lemon Bar,Baked Good,3,2.25,6.75,post_strategy_2
2024-05-06,CND-GUM,Orbit Gum,Candy & Gum,4,1.5,6.0,post_strategy_2
2024-05-06,CND-RBB,Sour Patch Kids,Candy & Gum,2,2.0,4.0,post_strategy_2
2024-05-06,CND-SKT,Skittles,Candy & Gum,1,1.75,1.75,post_strategy_2
2024-05-06,CND-STB,Starburst,Candy & Gum,1,1.75,1.75,post_strategy_2
2024-05-06,CND-GBR,Gummy Bears,Candy & Gum,3,2.0,6.0,post_strategy_2
2024-05-06,CHP-LAY,Lays Classic,Chips,2,1.5,3.0,post_strategy_2
2024-05-06,CHP-DRT,Doritos Nacho,Chips,1,1.5,1.5,post_strategy_2
2024-05-06,CHP-POP,Popcorn,Chips,2,1.25,2.5,post_strategy_2
2024-05-07,ITS-STR,Strawberry Italian Soda,Italian Soda,10,3.5,35.0,post_strategy_2
2024-05-07,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,12,3.5,42.0,post_strategy_2
2024-05-07,ITS-BLU,Blueberry Italian Soda,Italian Soda,9,3.5,31.5,post_strategy_2
2024-05-07,ITS-PEA,Peach Italian Soda,Italian Soda,8,3.5,28.0,post_strategy_2
